id_lote,Fraccionamiento,ClaveLote,manzana
138,5,RO-6-02-02,6
139,5,RO-6-02-03,6
140,5,RO-6-02-04,6
141,5,RO-6-03-01,6
142,5,RO-6-03-02,6
143,5,RO-6-03-03,6
144,5,RO-6-03-04,6
146,11,EN-7-2,7
148,11,EN-6-5,6
149,11,EN-8-8,8
150,11,EN-6-16,6
151,11,EN-6-9,6
152,11,EN-6-10,6
153,30,JY-1-16,1
154,30,JY-13-13,13
155,30,JY-9-4,9
156,30,JY-4-5,4
157,30,JY-10-28,10
158,30,JY-10-19,10
159,30,JY-21-9,21
160,30,JY-13-20,13
161,30,JY-15-2,15
162,30,JY-19-21,19
163,30,JY-27-31,27
164,30,JY-27-18,27
165,30,JY-1-4,1
166,30,JY-11-1,11
167,30,JY-20-8,20
168,30,JY-21-15,21
169,30,JY-26-3,26
170,30,JY-24-5,24
171,30,JY-24-6,24
172,30,JY-4-3,4
173,30,JY-10-5,10
174,8,-27-1,27
175,8,-27-2,27
176,8,-27-3,27
177,8,-27-4,27
178,8,-27-5,27
179,8,-36-1,36
180,8,-36-2,36
181,8,-36-3,36
182,8,-36-4,36
183,8,-36-5,36
184,8,-36-6,36
185,8,-36-7,36
186,30,JY-18-7,18
187,30,JY-11-14,11
188,30,JY-11-15,11
189,30,JY-11-16,11
190,30,JY-11-16A,11
191,30,JY-11-17,11
192,30,JY-11-18,11
193,30,JY-11-19,11
194,30,JY-6-9,6
195,30,JY-13-6,13
196,30,JY-13-9,13
197,30,JY-11-5,11
198,30,JY-19-3,19
199,30,JY-23-6,23
200,17,FI-5-14a,5
201,30,JY-23-4,23
202,30,JY-26-4,26
203,30,JY-2-6,2
204,30,JY-26-1,26
205,30,JY-26-2,26
206,30,JY-22-23,22
207,30,JY-27-35,27
208,30,JY-17-6,17
209,30,JY-10-3,10
210,30,JY-22-8,22
211,30,JY-6-3,6
212,30,JY-20-2,20
213,30,JY-8-9,8
214,30,JY-13-2,13
215,30,JY-13-3,13
216,30,JY-13-4,13
217,30,JY-13-5,13
218,30,JY-13-10,13
219,30,JY-23-2,23
220,30,JY-23-21,23
221,30,JY-1-17,1
222,30,JY-1-14,1
223,30,JY-27-3,27
224,30,JY-22-17,22
225,30,JY-9-2,9
226,30,JY-7-13,7
227,30,JY-20-17,20
228,30,JY-10-13,10
229,30,JY-20-6,20
230,30,JY-23-9,23
231,30,JY-23-14,23
232,30,JY-25-4,25
233,30,JY-1-3,1
234,30,JY-27-2,27
235,30,JY-27-24,27
236,30,JY-11-20,11
237,30,JY-12-20,12
238,30,JY-27-34,27
239,30,JY-6-1,6
240,30,JY-9-14,9
241,30,JY-1-12,1
242,30,JY-1-9,1
243,30,JY-22-25,22
244,30,JY-27-8,27
245,30,JY-27-9,27
246,30,JY-1-5,1
247,30,JY-13-14,13
248,30,JY-19-20,19
249,30,JY-27-10,27
250,30,JY-8-4,8
251,30,JY-14-11,14
252,30,JY-21-16,21
253,30,JY-22-6,22
254,30,JY-10-18,10
255,30,JY-26-5,26
256,30,JY-21-12,21
257,30,JY-21-13,21
258,30,JY-19-23,19
259,30,JY-14-7,14
260,30,JY-5-10,5
261,30,JY-21-22,21
262,30,JY-12-19,12
263,30,JY-7-7,7
264,30,JY-23-17,23
265,30,JY-27-23,27
266,30,JY-27-60,27
267,30,JY-27-39,27
268,30,JY-19-10,19
269,29,RVG-3-1,3
270,29,RVG-3-2,3
271,29,RVG-1-1,1
272,29,RVG-4-4,4
273,29,RVG-2-3,2
274,29,RVG-5-5,5
275,29,RVG-4-8,4
276,29,RVG-1-6,1
277,29,RVG-3-3,3
278,29,RVG-6-2,6
279,29,RVG-1-2,1
280,29,RVG-5-1,5
282,29,RVG-3-6,3
283,29,RVG-1-4,1
284,29,RVG-1-3,1
285,29,RVG-1-5,1
286,29,RVG-1-7,1
287,29,RVG-1-8,1
288,29,RVG-1-9,1
289,29,RVG-1-10,1
290,29,RVG-1-11,1
291,29,RVG-2-1,2
292,29,RVG-2-2,2
293,29,RVG-2-4,2
294,29,RVG-3-4,3
295,29,RVG-4-1,4
296,29,RVG-4-2,4
297,29,RVG-4-3,4
298,29,RVG-4-5,4
299,29,RVG-4-6,4
300,29,RVG-4-9,4
301,29,RVG-4-10A,4
302,29,RVG-4-10B,4
303,29,RVG-5-2,5
304,29,RVG-5-7,5
305,29,RVG-5-8,5
306,29,RVG-7-1,7
307,11,EN1-5-2,5
308,11,EN1-5-3,5
309,11,EN1-6-3,6
310,22,EN-II-U-1,U
311,22,EN-II-U-2,U
312,22,EN-II-U-3,U
313,22,EN-II-U-4,U
314,22,EN-II-U-5,U
315,22,EN-II-U-6,U
316,22,EN-II-U-7,U
317,22,EN-II-U-8,U
318,22,EN-II-U-9,U
319,22,EN-II-U-10,U
320,22,EN-II-U-11,U
321,22,EN-II-U-12,U
322,22,EN-II-U-13,U
323,15,HP-II-1-1-E,1
324,39,DP-U-1,U
325,39,DP-U-2,U
326,39,DP-U-3,U
327,39,DP-U-4,U
328,39,DP-U-5,U
329,39,DP-U-6,U
330,39,DP-U-7,U
331,39,DP-U-8,U
332,39,DP-U-9,U
333,39,DP--,0
334,23,EU-U-1,U
335,23,EU-U-2,U
336,23,EU-U-3,U
337,23,EU-U-4,U
338,23,EU-U-5,U
339,23,EU-U-6,U
340,23,EU-U-7,U
341,23,EU-U-8,U
342,23,EU-U-9,U
343,23,EU-U-10,U
344,23,EU-U-11,U
345,23,EU-U-12,U
346,23,EU-U-13,U
347,23,EU-U-14,U
348,23,EU-U-15,U
349,23,EU-U-16,U
350,17,FI-9B-9,9B
351,17,FI-9b-8,9b
352,11,EN1-6-7,6
353,11,EN1-5-10,5
354,29,RVG-4-7,4
356,24,CS-I-M1-1,M1
357,24,CS-I-M1-2,M1
358,24,CS-I-M1-3,M1
359,24,CS-I-M1-4,M1
360,24,CS-I-M1-5,M1
361,24,CS-I-M1-6,M1
362,24,CS-I-M1-7,M1
363,24,CS-I-M1-8,M1
364,24,CS-I-M1-9,M1
365,24,CS-I-M1-10,M1
366,24,CS-I-M2-1,M2
367,24,CS-I-M2-2,M2
368,24,CS-I-M2-3,M2
369,24,CS-I-M2-4,M2
370,24,CS-I-M2-5,M2
371,24,CS-I-M2-6,M2
372,24,CS-I-M2-7,M2
373,24,CS-I-M2-8,M2
374,24,CS-I-M2-9,M2
375,24,CS-I-M3-1,M3
376,24,CS-I-M3-2,M3
377,24,CS-I-M3-3,M3
378,24,CS-I-M3-4,M3
379,24,CS-I-M3-5,M3
380,24,CS-I-M3-6,M3
381,24,CS-I-M3-7,M3
382,24,CS-I-M3-8,M3
383,24,CS-I-M3-9,M3
384,24,CS-I-M3-10,M3
385,24,CS-I-M3-11,M3
386,24,CS-I-M3-12,M3
387,24,CS-I-M4-1,M4
388,24,CS-I-M4-2,M4
389,24,CS-I-M4-3,M4
390,24,CS-I-M4-4,M4
391,24,CS-I-M4-5,M4
392,24,CS-I-M4-6,M4
393,24,CS-I-M4-7,M4
394,24,CS-I-M4-8,M4
395,24,CS-I-M4-9,M4
396,24,CS-I-M4-10,M4
397,24,CS-I-M4-11,M4
398,24,CS-I-M4-12,M4
399,24,CS-I-M4-13,M4
400,24,CS-I-M4-14,M4
401,25,CS-II-M1-1,M1
402,25,CS-II-M1-2,M1
403,25,CS-II-M1-3,M1
404,25,CS-II-M1-4,M1
405,25,CS-II-M1-4a,M1
406,25,CS-II-M1-5,M1
407,25,CS-II-M1-6,M1
408,25,CS-II-M1-7,M1
409,25,CS-II-M1-8,M1
410,25,CS-II-M1-9,M1
411,25,CS-II-M2-1,M2
412,25,CS-II-M2-2,M2
413,25,CS-II-M2-3,M2
414,25,CS-II-M2-4,M2
415,25,CS-II-M2-5,M2
416,25,CS-II-M2-6,M2
417,25,CS-II-M2-7,M2
418,25,CS-II-M2-8,M2
419,25,CS-II-M2-9,M2
420,25,CS-II-M2-10,M2
421,25,CS-II-M2-11,M2
422,25,CS-II-M2-12,M2
423,25,CS-II-M2-13,M2
424,25,CS-II-M3-1,M3
425,25,CS-II-M3-1a,M3
426,25,CS-II-M3-2,M3
427,25,CS-II-M4-1,M4
428,25,CS-II-M4-2,M4
429,25,CS-II-M4-3,M4
430,25,CS-II-M4-4,M4
431,25,CS-II-M4-5,M4
432,25,CS-II-M4-6,M4
433,25,CS-II-M4-7,M4
434,25,CS-II-M4-8,M4
435,25,CS-II-M4-9,M4
436,25,CS-II-M4-10,M4
437,25,CS-II-M4-11,M4
438,25,CS-II-M4-12,M4
439,25,CS-II-M4-13,M4
440,25,CS-II-M4-14,M4
441,25,CS-II-M5-1,M5
442,25,CS-II-M5-2,M5
443,25,CS-II-M6-1,M6
444,25,CS-II-M6-2,M6
445,25,CS-II-M6-3,M6
446,25,CS-II-M6-4,M6
447,25,CS-II-M6-5,M6
448,25,CS-II-M6-6,M6
449,25,CS-II-M6-7,M6
450,25,CS-II-M6-8,M6
451,20,CH-II-4-3,4
452,20,CH-II-1-14,1
453,20,CH-II-1-12,1
454,20,CH-II-1-9,1
455,20,CH-II-1-1,1
456,20,CH-II-1-2,1
457,20,CH-II-1-3,1
458,20,CH-II-1-4,1
459,20,CH-II-1-5,1
460,20,CH-II-1-6,1
461,20,CH-II-1-7,1
462,20,CH-II-1-8,1
463,20,CH-II-1-10,1
464,20,CH-II-1-11,1
465,20,CH-II-1-13,1
466,20,CH-II-1-15,1
467,20,CH-II-1-16,1
468,20,CH-II-2-1,2
469,20,CH-II-2-2,2
470,20,CH-II-2-3,2
471,20,CH-II-2-4,2
472,20,CH-II-2-5,2
473,20,CH-II-3-1,3
474,20,CH-II-3-2,3
475,20,CH-II-3-3,3
476,20,CH-II-3-4,3
477,20,CH-II-3-5,3
478,20,CH-II-3-6,3
479,20,CH-II-3-7,3
480,20,CH-II-3-8,3
481,20,CH-II-3-9,3
482,20,CH-II-3-10,3
483,20,CH-II-4-1,4
484,20,CH-II-4-2,4
485,20,CH-II-4-4,4
486,20,CH-II-4-5,4
487,20,CH-II-4-6,4
488,14,HP-I-1-1,1
489,14,HP-I-1-2,1
490,14,HP-I-1-3,1
491,14,HP-I-1-4,1
492,14,HP-I-1-5,1
493,14,HP-I-1-6,1
494,14,HP-I-1-7,1
495,14,HP-I-1-8,1
496,14,HP-I-1-9,1
497,14,HP-I-1-10,1
498,14,HP-I-1-11,1
499,14,HP-I-1-12,1
500,14,HP-I-1-13,1
501,14,HP-I-1-14,1
502,14,HP-I-2-1,2
503,14,HP-I-2-2,2
504,14,HP-I-2-3,2
505,14,HP-I-2-4,2
506,30,JY-10-4,10
507,17,FI-2-5,2
508,17,FI-9c-5,9c
509,17,FI-7-16,7
510,17,FI-11-13,11
511,17,FI-6-1,6
512,17,FI-2B-4,2B
515,17,FI-5-14b,5
516,17,FI-7-11 B,7
517,17,FI-10-35,10
518,17,FI-1-8 A,1
519,17,FI-1-12 A,1
520,17,FI-10-46b,10
521,17,FI-1-11 B,1
522,17,FI-10-21b,10
523,17,FI-5-9 B,5
524,17,FI-3-3,3
525,17,FI-10-11b,10
526,17,FI-10-20b,10
527,17,FI-5-9 A,5
528,17,FI-10-33a,10
529,17,FI-10-11a,10
530,17,FI-1-10 A,1
531,17,FI-7-3,7
532,17,FI-1-5,1
533,17,FI-4-4,4
534,17,FI-3-12,3
535,17,FI-3-7 A,3
536,17,FI-1-7 B,1
537,17,FI-3-8 B,3
538,17,FI-3-8 A,3
539,6,AL-I-1-1,1
540,6,AL-I-1-2,1
541,6,AL-I-1-3,1
542,6,AL-I-1-4,1
543,6,AL-I-1-5,1
544,6,AL-I-1-6,1
545,6,AL-I-1-7,1
546,6,AL-I-1-8,1
547,6,AL-I-1-9,1
548,6,AL-I-1-10,1
549,6,AL-I-1-11,1
550,6,AL-I-1-12,1
551,6,AL-I-2-1,2
552,6,AL-I-2-2,2
553,6,AL-I-2-3,2
554,6,AL-I-2-4,2
555,6,AL-I-2-5,2
556,6,AL-I-2-6,2
557,6,AL-I-2-7,2
558,6,AL-I-2-8,2
559,6,AL-I-2-9,2
560,6,AL-I-2-10,2
561,6,AL-I-2-11,2
562,6,AL-I-2-12,2
563,6,AL-I-2-13,2
564,6,AL-I-2-14,2
565,6,AL-I-3-1,3
566,6,AL-I-3-2,3
567,6,AL-I-3-3,3
568,6,AL-I-3-4,3
569,6,AL-I-3-5,3
570,6,AL-I-3-6,3
571,6,AL-I-3-7,3
572,6,AL-I-3-8,3
573,6,AL-I-3-9,3
574,6,AL-I-3-10,3
575,6,AL-I-3-11,3
576,6,AL-I-3-12,3
577,6,AL-I-3-13,3
578,6,AL-I-3-14,3
579,6,AL-I-4-1,4
580,6,AL-I-4-2,4
581,6,AL-I-4-3,4
582,6,AL-I-4-4,4
583,6,AL-I-4-5,4
584,6,AL-I-4-6,4
585,6,AL-I-4-7,4
586,6,AL-I-4-8,4
587,6,AL-I-4-9,4
588,6,AL-I-4-10,4
589,6,AL-I-4-11,4
590,6,AL-I-4-12,4
591,6,AL-I-4-13,4
592,6,AL-I-4-14,4
593,6,AL-I-5-1,5
594,6,AL-I-5-2,5
595,6,AL-I-5-3,5
596,6,AL-I-5-4,5
597,6,AL-I-5-5,5
598,6,AL-I-5-6,5
599,6,AL-I-5-7,5
600,6,AL-I-5-8,5
601,6,AL-I-5-9,5
602,6,AL-I-5-10,5
603,6,AL-I-5-11,5
604,6,AL-I-5-12,5
605,6,AL-I-5-14,5
606,6,AL-I-6-1,6
607,6,AL-I-6-2,6
608,6,AL-I-6-4,6
609,6,AL-I-6-6,6
610,6,AL-I-6-8,6
611,6,AL-I-6-10,6
612,6,AL-I-7-1,7
613,6,AL-I-7-2,7
614,6,AL-I-7-3,7
615,6,AL-I-7-4,7
616,6,AL-I-7-5,7
617,6,AL-I-7-6,7
618,6,AL-I-7-7,7
619,6,AL-I-7-8,7
620,6,AL-I-7-9,7
621,6,AL-I-7-10,7
622,6,AL-I-7-12,7
623,6,AL-I-7-11,7
624,6,AL-I-7-13,7
625,6,AL-I-7-14,7
626,6,AL-I-7-15,7
627,6,AL-I-7-16,7
628,6,AL-I-7-17,7
629,6,AL-I-7-18,7
630,6,AL-I-7-19,7
631,6,AL-I-7-20,7
632,6,AL-I-7-22,7
633,6,AL-I-7-24,7
634,6,AL-I-8-1,8
635,6,AL-I-8-2,8
636,6,AL-I-8-3,8
637,6,AL-I-8-4,8
638,6,AL-I-8-5,8
639,6,AL-I-8-6,8
640,6,AL-I-8-7,8
641,6,AL-I-8-8,8
642,6,AL-I-8-9,8
643,6,AL-I-8-10,8
644,6,AL-I-8-11,8
645,6,AL-I-8-12,8
646,6,AL-I-8-13,8
647,6,AL-I-8-14,8
648,6,AL-I-8-15,8
649,6,AL-I-8-16,8
650,6,AL-I-8-17,8
651,6,AL-I-8-18,8
652,6,AL-I-8-19,8
653,6,AL-I-8-20,8
654,6,AL-I-8-21,8
655,6,AL-I-8-22,8
656,6,AL-I-8-23,8
657,6,AL-I-8-24,8
658,6,AL-I-8-25,8
659,6,AL-I-8-26,8
660,6,AL-I-8-27,8
661,6,AL-I-8-28,8
662,6,AL-I-8-29,8
663,6,AL-I-8-30,8
664,6,AL-I-8-31,8
665,6,AL-I-8-32,8
666,6,AL-I-8-34,8
667,6,AL-I-8-36,8
668,6,AL-I-9-1,9
669,6,AL-I-9-2,9
670,6,AL-I-9-3,9
671,6,AL-I-9-4,9
672,6,AL-I-9-5,9
673,6,AL-I-9-6,9
674,6,AL-I-9-7,9
675,6,AL-I-9-8,9
676,6,AL-I-9-9,9
677,6,AL-I-9-10,9
678,6,AL-I-9-11,9
679,6,AL-I-9-12,9
680,6,AL-I-9-13,9
681,6,AL-I-9-14,9
682,6,AL-I-9-15,9
683,6,AL-I-9-16,9
684,6,AL-I-9-17,9
685,6,AL-I-9-18,9
686,6,AL-I-9-19,9
687,6,AL-I-9-20,9
688,6,AL-I-9-21,9
689,6,AL-I-9-22,9
690,6,AL-I-9-23,9
691,6,AL-I-9-24,9
692,6,AL-I-9-25,9
693,6,AL-I-9-26,9
694,6,AL-I-9-27,9
695,6,AL-I-9-28,9
696,6,AL-I-9-29,9
697,6,AL-I-9-30,9
698,6,AL-I-9-31,9
699,6,AL-I-9-32,9
700,6,AL-I-9-33,9
701,6,AL-I-9-34,9
702,6,AL-I-9-35,9
703,6,AL-I-9-36,9
704,6,AL-I-9-37,9
705,6,AL-I-9-38,9
706,6,AL-I-9-39,9
707,6,AL-I-9-40,9
708,6,AL-I-9-42,9
709,6,AL-I-10-1,10
710,6,AL-I-10-2,10
711,6,AL-I-10-3,10
712,6,AL-I-10-4,10
713,6,AL-I-10-5,10
714,6,AL-I-10-6,10
715,6,AL-I-10-7,10
716,6,AL-I-10-8,10
717,6,AL-I-10-9,10
718,6,AL-I-10-11,10
719,6,AL-I-11-1,11
720,6,AL-I-11-2,11
721,6,AL-I-11-3,11
722,6,AL-I-11-4,11
723,6,AL-I-11-5,11
724,6,AL-I-11-6,11
725,6,AL-I-11-7,11
726,6,AL-I-11-8,11
727,6,AL-I-11-9,11
728,6,AL-I-11-10,11
729,6,AL-I-11-11,11
730,6,AL-I-11-12,11
731,6,AL-I-11-13,11
732,6,AL-I-11-14,11
733,6,AL-I-12-1,12
734,6,AL-I-12-2,12
735,6,AL-I-12-3,12
736,6,AL-I-12-4,12
737,6,AL-I-12-5,12
738,6,AL-I-12-6,12
739,6,AL-I-12-7,12
740,6,AL-I-12-8,12
741,6,AL-I-12-9,12
742,6,AL-I-12-10,12
743,6,AL-I-12-11,12
744,6,AL-I-12-12,12
745,6,AL-I-12-13,12
746,6,AL-I-12-14,12
747,6,AL-I-12-15,12
748,6,AL-I-12-16,12
749,6,AL-I-12-17,12
750,6,AL-I-12-18,12
751,6,AL-I-12-19,12
752,6,AL-I-12-20,12
753,6,AL-I-12-21,12
754,6,AL-I-12-22,12
755,6,AL-I-12-23,12
756,7,AL-II-13-1,13
757,7,AL-II-13-2,13
758,7,AL-II-13-3,13
759,7,AL-II-13-4,13
760,7,AL-II-13-5,13
761,7,AL-II-13-6,13
762,7,AL-II-13-7,13
763,7,AL-II-13-8,13
764,7,AL-II-13-9,13
765,7,AL-II-13-10,13
766,7,AL-II-13-11,13
767,7,AL-II-13-12,13
768,7,AL-II-13-13,13
769,7,AL-II-13-14,13
770,7,AL-II-13-15,13
771,7,AL-II-13-16,13
772,7,AL-II-14-1,14
773,7,AL-II-14-2,14
774,7,AL-II-14-3,14
775,7,AL-II-14-4,14
776,7,AL-II-14-5,14
777,7,AL-II-14-6,14
778,7,AL-II-14-7,14
779,7,AL-II-14-8,14
780,7,AL-II-14-9,14
781,7,AL-II-14-10,14
782,7,AL-II-14-11,14
783,7,AL-II-14-12,14
784,7,AL-II-14-13,14
785,7,AL-II-15-1,15
786,7,AL-II-15-2,15
787,7,AL-II-15-3,15
788,7,AL-II-15-4,15
789,7,AL-II-15-5,15
790,7,AL-II-15-6,15
791,7,AL-II-15-7,15
792,7,AL-II-15-8,15
793,7,AL-II-15-9,15
794,7,AL-II-15-10,15
795,7,AL-II-15-11,15
796,7,AL-II-15-12,15
797,7,AL-II-16-1,16
798,7,AL-II-16-2,16
799,7,AL-II-16-3,16
800,7,AL-II-16-4,16
801,7,AL-II-16-5,16
802,7,AL-II-16-6,16
803,7,AL-II-16-8,16
804,7,AL-II-16-9,16
805,7,AL-II-16-10,16
806,7,AL-II-16-11,16
807,7,AL-II-16-12,16
808,7,AL-II-16-13,16
809,7,AL-II-16-14,16
810,7,AL-II-17-1,17
811,7,AL-II-17-2,17
812,7,AL-II-17-3,17
813,7,AL-II-17-4,17
814,7,AL-II-17-5,17
815,7,AL-II-17-6,17
816,7,AL-II-17-7,17
817,7,AL-II-17-8,17
818,7,AL-II-18-1,18
819,7,AL-II-18-3,18
820,7,AL-II-18-4,18
821,7,AL-II-18-5,18
822,7,AL-II-18-6,18
823,7,AL-II-18-7,18
824,7,AL-II-18-8,18
825,7,AL-II-18-9,18
826,7,AL-II-18-10,18
827,7,AL-II-18-11,18
828,7,AL-II-18-12,18
829,7,AL-II-18-13,18
830,7,AL-II-18-14,18
831,7,AL-II-19-1,19
832,7,AL-II-19-2,19
833,7,AL-II-19-3,19
834,7,AL-II-19-4,19
835,7,AL-II-19-5,19
836,7,AL-II-19-6,19
837,7,AL-II-19-7,19
838,7,AL-II-19-8,19
839,7,AL-II-19-9,19
840,7,AL-II-19-10,19
841,7,AL-II-19-11,19
842,7,AL-II-19-12,19
843,7,AL-II-20-1,20
844,7,AL-II-20-2,20
845,7,AL-II-20-3,20
846,7,AL-II-20-4,20
847,7,AL-II-20-5,20
848,7,AL-II-20-6,20
849,7,AL-II-20-7,20
850,7,AL-II-20-8,20
851,7,AL-II-21-1,21
852,7,AL-II-21-2,21
853,7,AL-II-21-3,21
854,7,AL-II-21-4,21
855,7,AL-II-21-5,21
856,7,AL-II-21-6,21
857,7,AL-II-21-7,21
858,7,AL-II-21-8,21
859,7,AL-II-22-1,22
860,7,AL-II-22-2,22
861,7,AL-II-22-3,22
862,7,AL-II-22-4,22
863,7,AL-II-23-1,23
864,7,AL-II-23-2,23
865,7,AL-II-23-3,23
866,7,AL-II-23-4,23
867,7,AL-II-23-5,23
868,7,AL-II-23-6,23
869,7,AL-II-23-7,23
870,7,AL-II-23-8,23
871,7,AL-II-23-9,23
872,7,AL-II-23-10,23
873,7,AL-II-23-11,23
874,7,AL-II-23-12,23
875,7,AL-II-23-13,23
876,7,AL-II-23-14,23
877,7,AL-II-23-15,23
878,7,AL-II-23-16,23
879,7,AL-II-23-17,23
880,7,AL-II-23-18,23
881,7,AL-II-23-19,23
882,7,AL-II-23-20,23
883,7,AL-II-23-21,23
884,7,AL-II-23-22,23
885,7,AL-II-23-23,23
886,7,AL-II-23-24,23
887,7,AL-II-23-25,23
888,41,QI-9-15,9
889,8,LA-1-1,1
890,8,LA-1-2,1
891,8,LA-1-3,1
892,8,LA-1-4,1
893,8,LA-1-5,1
894,8,LA-1-6,1
895,8,LA-1-7,1
896,8,LA-1-8,1
897,8,LA-1-9,1
898,8,LA-1-10,1
899,8,LA-1-11,1
900,8,LA-1-12,1
901,8,LA-1-13,1
902,8,LA-1-14,1
903,8,LA-1-15,1
904,8,LA-1-16,1
905,8,LA-1-17,1
906,8,LA-1-18,1
907,8,LA-1-19,1
908,8,LA-1-20,1
909,8,LA-1-21,1
910,8,LA-1-22,1
911,8,LA-1-23,1
912,8,LA-1-24,1
913,8,LA-1-25,1
914,8,LA-2-1,2
915,8,LA-2-2,2
916,8,LA-2-3,2
917,8,LA-2-4,2
918,8,LA-2-5,2
919,8,LA-2-6,2
920,8,LA-2-7,2
921,8,LA-2-8,2
922,8,LA-2-9,2
923,8,LA-2-10,2
924,8,LA-2-11,2
925,8,LA-2-12,2
926,8,LA-2-13,2
927,8,LA-2-14,2
928,8,LA-2-15,2
929,8,LA-2-16,2
930,8,LA-2-17,2
931,8,LA-2-18,2
932,8,LA-2-19,2
933,8,LA-3-1,3
934,8,LA-3-2,3
935,8,LA-3-3,3
936,8,LA-3-4,3
937,8,LA-3-5,3
938,8,LA-3-6,3
939,8,LA-3-7,3
940,8,LA-3-8,3
941,8,LA-3-9,3
942,8,LA-3-10,3
943,8,LA-3-11,3
944,8,LA-4-1,4
945,8,LA-4-2,4
946,8,LA-4-3,4
947,8,LA-4-4,4
948,8,LA-4-5,4
949,8,LA-4-6,4
950,8,LA-4-7,4
951,8,LA-4-8,4
952,8,LA-4-9,4
953,8,LA-4-10,4
954,8,LA-4-11,4
955,8,LA-4-12,4
956,8,LA-4-13,4
957,8,LA-4-14,4
958,8,LA-4-15,4
959,8,LA-4-16,4
960,8,LA-4-17,4
961,8,LA-4-18,4
962,8,LA-4-19,4
963,8,LA-4-20,4
964,8,LA-4-21,4
965,8,LA-4-22,4
966,8,LA-4-23,4
967,8,LA-4-24,4
968,8,LA-4-25,4
969,8,LA-4-26,4
970,8,LA-4-27,4
971,8,LA-4-28,4
972,8,LA-4-29,4
973,8,LA-4-30,4
974,8,LA-5-1,5
975,8,LA-5-2,5
976,8,LA-5-3,5
977,8,LA-5-4,5
978,8,LA-5-5,5
979,8,LA-5-6,5
980,8,LA-5-7,5
981,8,LA-5-8,5
982,8,LA-5-9,5
